"X","cev_st","cev_lvl","prod_type_st","prod_type_lvl","statesid","cash_tt","EjVcev","EjV","counter_policy","EjVcev_gap"
1887677,"cev0",0,"A10189",10189,316,5.20871586191032,3.37931797317602,3.37931797317602,"19E1kapTkTr28",0
1907177,"cev0",0,"A12244",12244,316,5.31237253953356,3.66282337080297,3.66282337080297,"19E1kapTkTr28",0
1868190,"cev0",0,"A8993",8993,318,8.11718352840094,3.71257759271069,3.71257759271069,"19E1kapTkTr28",0
1887690,"cev0",0,"A10189",10189,318,8.54421007035537,3.83648202038061,3.83648202038061,"19E1kapTkTr28",0
1907190,"cev0",0,"A12244",12244,318,9.40892907591761,4.03055328961361,4.03055328961361,"19E1kapTkTr28",0
1868203,"cev0",0,"A8993",8993,319,6.19567649336063,3.44650694636397,3.44650694636397,"19E1kapTkTr28",0
1887703,"cev0",0,"A10189",10189,319,6.24686555282527,3.5712076861655,3.5712076861655,"19E1kapTkTr28",0
1907203,"cev0",0,"A12244",12244,319,6.35052223044851,3.79688291362433,3.79688291362433,"19E1kapTkTr28",0
1868216,"cev0",0,"A8993",8993,323,8.02614500371752,3.70246538804692,3.70246538804692,"19E1kapTkTr28",0
1887716,"cev0",0,"A10189",10189,323,8.17399319291538,3.80334515782184,3.80334515782184,"19E1kapTkTr28",0
1907216,"cev0",0,"A12244",12244,323,8.47338240313221,3.97466989946394,3.97466989946394,"19E1kapTkTr28",0
1868229,"cev0",0,"A8993",8993,326,9.12751801080919,3.80694630397716,3.80694630397716,"19E1kapTkTr28",0
1887729,"cev0",0,"A10189",10189,326,9.27536620000706,3.89305882755959,3.89305882755959,"19E1kapTkTr28",0
1907229,"cev0",0,"A12244",12244,326,9.57475541022388,4.03923037739029,4.03923037739029,"19E1kapTkTr28",0
1868242,"cev0",0,"A8993",8993,331,10.6692045026227,3.92199651838872,3.92199651838872,"19E1kapTkTr28",0
1887742,"cev0",0,"A10189",10189,331,10.7203935620873,3.98574003838755,3.98574003838755,"19E1kapTkTr28",0
1907242,"cev0",0,"A12244",12244,331,10.8240502397106,4.09744947447385,4.09744947447385,"19E1kapTkTr28",0
1868255,"cev0",0,"A8993",8993,335,12.6338788532574,4.02819976734499,4.02819976734499,"19E1kapTkTr28",0
1887755,"cev0",0,"A10189",10189,335,12.7817270424553,4.08314053901118,4.08314053901118,"19E1kapTkTr28",0
1907255,"cev0",0,"A12244",12244,335,13.0811162526721,4.178328878725,4.178328878725,"19E1kapTkTr28",0
1868268,"cev0",0,"A8993",8993,337,13.1123095471208,4.05001899665768,4.05001899665768,"19E1kapTkTr28",0
1887768,"cev0",0,"A10189",10189,337,13.1634986065855,4.098619543019,4.098619543019,"19E1kapTkTr28",0
1907268,"cev0",0,"A12244",12244,337,13.2671552842087,4.18405094959858,4.18405094959858,"19E1kapTkTr28",0
1868281,"cev0",0,"A8993",8993,344,16.4653740175434,4.16682570223583,4.16682570223583,"19E1kapTkTr28",0
1887781,"cev0",0,"A10189",10189,344,16.6132222067412,4.20541193143359,4.20541193143359,"19E1kapTkTr28",0
1907281,"cev0",0,"A12244",12244,344,16.9126114169581,4.27310640806228,4.27310640806228,"19E1kapTkTr28",0
1868294,"cev0",0,"A8993",8993,346,17.0587495663353,4.1833347445194,4.1833347445194,"19E1kapTkTr28",0
1887794,"cev0",0,"A10189",10189,346,17.1099386258,4.2172372016909,4.2172372016909,"19E1kapTkTr28",0
1907294,"cev0",0,"A12244",12244,346,17.2135953034232,4.27890524397684,4.27890524397684,"19E1kapTkTr28",0
1868307,"cev0",0,"A8993",8993,347,17.8199238950498,4.20354666717534,4.20354666717534,"19E1kapTkTr28",0
1887807,"cev0",0,"A10189",10189,347,17.9677720842477,4.23758009330659,4.23758009330659,"19E1kapTkTr28",0
1907307,"cev0",0,"A12244",12244,347,18.2671612944645,4.29784573275651,4.29784573275651,"19E1kapTkTr28",0
1868320,"cev0",0,"A8993",8993,352,19.8909779052136,4.24923809857751,4.24923809857751,"19E1kapTkTr28",0
1887820,"cev0",0,"A10189",10189,352,19.9421669646782,4.27661648923996,4.27661648923996,"19E1kapTkTr28",0
1907320,"cev0",0,"A12244",12244,352,20.0458236423014,4.32643035648754,4.32643035648754,"19E1kapTkTr28",0
1868333,"cev0",0,"A8993",8993,357,24.3307878551668,4.32330950864737,4.32330950864737,"19E1kapTkTr28",0
1887833,"cev0",0,"A10189",10189,357,24.7578143971212,4.34859590250458,4.34859590250458,"19E1kapTkTr28",0
1868346,"cev0",0,"A8993",8993,358,22.8956889499295,4.30232426670706,4.30232426670706,"19E1kapTkTr28",0
1887846,"cev0",0,"A10189",10189,358,22.9468780093941,4.32483866389414,4.32483866389414,"19E1kapTkTr28",0
1907346,"cev0",0,"A12244",12244,358,23.0505346870174,4.36577223915536,4.36577223915536,"19E1kapTkTr28",0
1868658,"cev0",0,"A8993",8993,458,3.0579678792956,2.26367084675496,2.26367084675496,"19E1kapTkTr28",0
1888158,"cev0",0,"A10189",10189,458,3.21544024331063,2.62908497632361,2.62908497632361,"19E1kapTkTr28",0
1907658,"cev0",0,"A12244",12244,458,3.53431818797276,3.25767344310456,3.25767344310456,"19E1kapTkTr28",0
1868671,"cev0",0,"A8993",8993,459,5.39956044270266,3.28298376136039,3.28298376136039,"19E1kapTkTr28",0
1888171,"cev0",0,"A10189",10189,459,5.85438426857131,3.50558117516007,3.50558117516007,"19E1kapTkTr28",0
1907671,"cev0",0,"A12244",12244,459,6.77539213991135,3.84028124323064,3.84028124323064,"19E1kapTkTr28",0
1868684,"cev0",0,"A8993",8993,466,5.18376692720302,3.23146502805873,3.23146502805873,"19E1kapTkTr28",0
1888184,"cev0",0,"A10189",10189,466,5.23828813743452,3.38602517931313,3.38602517931313,"19E1kapTkTr28",0
1907684,"cev0",0,"A12244",12244,466,5.3486923443432,3.66839964318008,3.66839964318008,"19E1kapTkTr28",0
1868697,"cev0",0,"A8993",8993,467,5.99448988309804,3.40857881147705,3.40857881147705,"19E1kapTkTr28",0
1888197,"cev0",0,"A10189",10189,467,6.15196224711307,3.55570617130934,3.55570617130934,"19E1kapTkTr28",0
1907697,"cev0",0,"A12244",12244,467,6.4708401917752,3.80962238428546,3.80962238428546,"19E1kapTkTr28",0
1868710,"cev0",0,"A8993",8993,471,9.37423213742005,3.82748105092198,3.82748105092198,"19E1kapTkTr28",0
1888210,"cev0",0,"A10189",10189,471,9.82905596328869,3.93085562691261,3.93085562691261,"19E1kapTkTr28",0
1907710,"cev0",0,"A12244",12244,471,10.7500638346287,4.09425088305506,4.09425088305506,"19E1kapTkTr28",0
1868723,"cev0",0,"A8993",8993,473,8.10193375565539,3.71092941725662,3.71092941725662,"19E1kapTkTr28",0
1888223,"cev0",0,"A10189",10189,473,8.25940611967041,3.81119645077762,3.81119645077762,"19E1kapTkTr28",0
1907723,"cev0",0,"A12244",12244,473,8.57828406433255,3.98162757253865,3.98162757253865,"19E1kapTkTr28",0
1868736,"cev0",0,"A8993",8993,481,10.69544462738,3.9237138992343,3.9237138992343,"19E1kapTkTr28",0
1888236,"cev0",0,"A10189",10189,481,10.7499658376115,3.98743496781455,3.98743496781455,"19E1kapTkTr28",0
1907736,"cev0",0,"A12244",12244,481,10.8603700445202,4.09899116933078,4.09899116933078,"19E1kapTkTr28",0
1868749,"cev0",0,"A8993",8993,487,13.1385496718782,4.05115392338862,4.05115392338862,"19E1kapTkTr28",0
1888249,"cev0",0,"A10189",10189,487,13.1930708821097,4.09979989531835,4.09979989531835,"19E1kapTkTr28",0
1907749,"cev0",0,"A12244",12244,487,13.3034750890183,4.18518513417586,4.18518513417586,"19E1kapTkTr28",0
1868762,"cev0",0,"A8993",8993,492,17.5676583644354,4.1971944513903,4.1971944513903,"19E1kapTkTr28",0
1888262,"cev0",0,"A10189",10189,492,18.0224821903041,4.23877515045023,4.23877515045023,"19E1kapTkTr28",0
1907762,"cev0",0,"A12244",12244,492,18.9434900616441,4.30955167088026,4.30955167088026,"19E1kapTkTr28",0
1868775,"cev0",0,"A8993",8993,504,23.069533549273,4.30494650112849,4.30494650112849,"19E1kapTkTr28",0
1888275,"cev0",0,"A10189",10189,504,23.5243573751416,4.33278091340101,4.33278091340101,"19E1kapTkTr28",0
1907775,"cev0",0,"A12244",12244,504,24.4453652464817,4.38137764161563,4.38137764161563,"19E1kapTkTr28",0
1868788,"cev0",0,"A8993",8993,506,22.2080942098639,4.29133994483538,4.29133994483538,"19E1kapTkTr28",0
1888288,"cev0",0,"A10189",10189,506,22.3655665738789,4.31627798791498,4.31627798791498,"19E1kapTkTr28",0
1907788,"cev0",0,"A12244",12244,506,22.6844445185411,4.36147801062179,4.36147801062179,"19E1kapTkTr28",0
1868996,"cev0",0,"A8993",8993,601,0.449290194131911,-46.689431919309,-46.689431919309,"19E1kapTkTr28",0
1888496,"cev0",0,"A10189",10189,601,0.506344140283514,-18.7009651991858,-18.7009651991858,"19E1kapTkTr28",0
1907996,"cev0",0,"A12244",12244,601,0.621877079650269,-4.03049319114056,-4.03049319114056,"19E1kapTkTr28",0
