year,wage,category,gender,skill,occupation,labsupply,genskl_part_share,sum_labsupply_yeargender,part_yeargender_shr,part_yeargender_shr_m2f_diff,part_yeargender_shr_m2f_dfv1st,sum_labsupply_yearskill,part_yearskill_shr,sum_labsupply_yeargenderoccupation,ln_wagerela_m2f,ln_labqrela_m2f,sum_wage_skl_wgted,ln_wagerela_m2f_sklwgted,ln_wagerela_m2f_occwgted,ln_wagerela_k2u_occwgted,gen_part_share,gen_part_share_dfv1st,gen_part_share_m2f_df,gen_part_share_dfvbase,genskl_part_share_dfvbase,ctr_var,ctr_var_idx,ge_pe,wagerela_model_sklwgted,wagerela_model_occwgted,wagerelaskl_model_occwgted
1989,2.92282109,C003,Female,unskilled,Analytical,1.303212954,0.104120364,4.786737842,0.358004313,0.586940435,0,13.86665504,0.616704065,1.612852774,0.232352592,0.296195338,3.35728203,0.404207878,0.081976893,0.832006878,0.097468438,0,0.05044566,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1989,5.185842468,C013,Female,skilled,Analytical,0.30963982,0.362488038,4.786737842,0.358004313,0.586940435,0,2.115705023,0.774013032,1.612852774,0.279736379,1.423343043,3.35728203,0.404207878,0.232640272,0.832006878,0.023158233,0,0.085325598,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1989,1.403077694,C001,Female,unskilled,Manual,1.853993423,0.148125039,4.786737842,0.358004313,0.586940435,0,13.86665504,0.616704065,1.867496485,0.234739571,0.865439916,1.407127903,0.261480364,0.081976893,0.832006878,0.138661791,0,0.233149136,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,-0.132992378
1989,1.963228534,C011,Female,skilled,Manual,0.013503063,0.015807717,4.786737842,0.358004313,0.586940435,0,2.115705023,0.774013032,1.867496485,0.510293695,2.490195486,1.407127903,0.261480364,0.232640272,0.832006878,0.001009906,0,0.012739015,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1989,2.16461511,C002,Female,unskilled,Routine,1.232107397,0.098439376,4.786737842,0.358004313,0.586940435,0,13.86665504,0.616704065,1.306388583,-0.026756187,0.991143837,2.23780991,-0.01027462,0.081976893,0.832006878,0.092150391,0,0.188041166,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1989,3.45189733,C012,Female,skilled,Routine,0.074281186,0.086959234,4.786737842,0.358004313,0.586940435,0,2.115705023,0.774013032,1.306388583,0.024042542,1.29085331,2.23780991,-0.01027462,0.232640272,0.832006878,0.005555555,0,0.017239859,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1989,3.687327232,C103,Male,unskilled,Analytical,1.752473217,0.175797639,11.19562222,0.944944748,0.586940435,0,13.86665504,0.616704065,3.037780106,0.232352592,0.296195338,5.029595711,0.404207878,0.081976893,0.982670258,0.147914098,0,0.05044566,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.023979678,,
1989,6.859734162,C113,Male,skilled,Analytical,1.285306889,0.683959103,11.19562222,0.944944748,0.586940435,0,2.115705023,0.774013032,3.037780106,0.279736379,1.423343043,5.029595711,0.404207878,0.232640272,0.982670258,0.108483832,0,0.085325598,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1989,1.774303138,C101,Male,unskilled,Manual,4.405183146,0.441901643,11.19562222,0.944944748,0.586940435,0,13.86665504,0.616704065,4.568079155,0.234739571,0.865439916,1.8276501,0.261480364,0.081976893,0.982670258,0.371810927,0,0.233149136,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-0.583290484,-0.810853486,0.054228953
1989,3.270307522,C111,Male,skilled,Manual,0.162896009,0.086682962,11.19562222,0.944944748,0.586940435,0,2.115705023,0.774013032,4.568079155,0.510293695,2.490195486,1.8276501,0.261480364,0.232640272,0.982670258,0.013748921,0,0.012739015,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,0.756624533,
1989,2.107466215,C102,Male,unskilled,Routine,3.319684907,0.333010948,11.19562222,0.944944748,0.586940435,0,13.86665504,0.616704065,3.589762963,-0.026756187,0.991143837,2.214934979,-0.01027462,0.081976893,0.982670258,0.280191557,0,0.188041166,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-0.70456064,,
1989,3.535895435,C112,Male,skilled,Routine,0.270078056,0.143718474,11.19562222,0.944944748,0.586940435,0,2.115705023,0.774013032,3.589762963,0.024042542,1.29085331,2.214934979,-0.01027462,0.232640272,0.982670258,0.022795414,0,0.017239859,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1992,2.77829726,C003,Female,unskilled,Analytical,1.282862907,0.09627994,5.092297862,0.351083007,0.588896844,0.001956409,15.01328152,0.615245093,1.689733239,0.099445885,0.381833277,3.403678324,0.369639724,-0.070701354,0.879179096,0.088445605,-0.009022832,0.055541836,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1992,5.375505975,C013,Female,skilled,Analytical,0.406870332,0.34473525,5.092297862,0.351083007,0.588896844,0.001956409,2.347821346,0.74424713,1.689733239,0.343597122,1.173236207,3.403678324,0.369639724,0.299707662,0.879179096,0.028051238,0.004893005,0.072712046,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1992,1.411565582,C001,Female,unskilled,Manual,1.92785445,0.144687098,5.092297862,0.351083007,0.588896844,0.001956409,15.01328152,0.615245093,1.94747688,0.047895776,0.898965607,1.420080178,0.092045836,-0.070701354,0.879179096,0.132913854,-0.005747937,0.230002321,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,0.048452346
1992,2.256617867,C011,Female,skilled,Manual,0.01962243,0.016625797,5.092297862,0.351083007,0.588896844,0.001956409,2.347821346,0.74424713,1.94747688,0.489343381,2.158431337,1.420080178,0.092045836,0.299707662,0.879179096,0.001352847,0.000342942,0.011662744,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1992,2.299382482,C002,Female,unskilled,Routine,1.350335842,0.101343841,5.092297862,0.351083007,0.588896844,0.001956409,15.01328152,0.615245093,1.455087743,-0.193508806,1.044082285,2.411027355,-0.128918891,-0.070701354,0.879179096,0.093097454,0.000947063,0.200800965,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1992,3.850219102,C012,Female,skilled,Routine,0.104751902,0.088754746,5.092297862,0.351083007,0.588896844,0.001956409,2.347821346,0.74424713,1.455087743,0.20324064,1.152069431,2.411027355,-0.128918891,0.299707662,0.879179096,0.007222007,0.001666452,0.018176933,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1992,3.068792398,C103,Male,unskilled,Analytical,1.879352877,0.169650156,12.26880501,0.939979851,0.588896844,0.001956409,15.01328152,0.615245093,3.194535414,0.099445885,0.381833277,4.925847943,0.369639724,-0.070701354,1.249588112,0.143987441,-0.003926657,0.055541836,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.306313607,,
1992,7.579519644,C113,Male,skilled,Analytical,1.315182537,0.666122297,12.26880501,0.939979851,0.588896844,0.001956409,2.347821346,0.74424713,3.194535414,0.343597122,1.173236207,4.925847943,0.369639724,0.299707662,1.249588112,0.100763284,-0.007720547,0.072712046,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1992,1.480818842,C101,Male,unskilled,Manual,4.736854498,0.427598306,12.26880501,0.939979851,0.588896844,0.001956409,15.01328152,0.615245093,4.906736597,0.047895776,0.898965607,1.556997318,0.092045836,-0.070701354,1.249588112,0.362916175,-0.008894752,0.230002321,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-0.963521704,-1.046143092,0.059162684
1992,3.681096076,C111,Male,skilled,Manual,0.169882099,0.086043002,12.26880501,0.939979851,0.588896844,0.001956409,2.347821346,0.74424713,4.906736597,0.489343381,2.158431337,1.556997318,0.092045836,0.299707662,1.249588112,0.013015591,-0.00073333,0.011662744,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,0.986980408,
1992,1.89483506,C102,Male,unskilled,Routine,3.836020949,0.346279595,12.26880501,0.939979851,0.588896844,0.001956409,15.01328152,0.615245093,4.167532995,-0.193508806,1.044082285,2.11940217,-0.128918891,-0.070701354,1.249588112,0.293898419,0.013706863,0.200800965,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-0.992332905,,
1992,4.717932605,C112,Male,skilled,Routine,0.331512046,0.1679064,12.26880501,0.939979851,0.588896844,0.001956409,2.347821346,0.74424713,4.167532995,0.20324064,1.152069431,2.11940217,-0.128918891,0.299707662,1.249588112,0.02539894,0.002603526,0.018176933,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1994,3.939404058,C003,Female,unskilled,Analytical,1.719553304,0.119163784,6.8887461,0.434511549,0.52200102,-0.064939415,17.29777426,0.660868143,2.357667084,0.144990346,0.120225232,5.013978701,0.438800626,0.012845584,0.918868892,0.108461795,0.010993358,0.029946083,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1994,7.909682318,C013,Female,skilled,Analytical,0.638113779,0.448166168,6.8887461,0.434511549,0.52200102,-0.064939415,2.992634054,0.810870641,2.357667084,0.405063152,0.874443707,5.013978701,0.438800626,0.370326609,0.918868892,0.040249387,0.017091154,0.068943969,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1994,1.945920935,C001,Female,unskilled,Manual,2.514800478,0.174273831,6.8887461,0.434511549,0.52200102,-0.064939415,17.29777426,0.660868143,2.546408867,0.159232427,0.700917884,1.964174694,0.209971796,0.012845584,0.918868892,0.15862246,0.019960669,0.203154011,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,-0.091634993
1994,3.416465146,C011,Female,skilled,Manual,0.031608389,0.022199506,6.8887461,0.434511549,0.52200102,-0.064939415,2.992634054,0.810870641,2.546408867,0.55360192,1.862032746,1.964174694,0.209971796,0.370326609,0.918868892,0.001993717,0.000983811,0.012527564,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1994,3.278479741,C002,Female,unskilled,Routine,1.819722177,0.126105414,6.8887461,0.434511549,0.52200102,-0.064939415,17.29777426,0.660868143,1.984670149,-0.083412226,0.844849157,3.478738113,0.001557613,0.012845584,0.918868892,0.114780004,0.022629613,0.187528545,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1994,5.68800808,C012,Female,skilled,Routine,0.164947972,0.115847836,6.8887461,0.434511549,0.52200102,-0.064939415,2.992634054,0.810870641,1.984670149,0.360053134,0.945523849,3.478738113,0.001557613,0.370326609,0.918868892,0.010404186,0.004848632,0.019900848,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1994,4.554063008,C103,Male,unskilled,Analytical,1.939227663,0.16512282,13.40166221,0.956512569,0.52200102,-0.064939415,17.29777426,0.660868143,3.469131732,0.144990346,0.120225232,7.775909107,0.438800626,0.012845584,1.276349917,0.138407878,-0.00950622,0.029946083,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.344457597,,
1994,11.85975541,C113,Male,skilled,Analytical,1.529904069,0.674914999,13.40166221,0.956512569,0.52200102,-0.064939415,2.992634054,0.810870641,3.469131732,0.405063152,0.874443707,7.775909107,0.438800626,0.370326609,1.276349917,0.109193356,0.000709524,0.068943969,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1994,2.281807245,C101,Male,unskilled,Manual,5.068836744,0.431605135,13.40166221,0.956512569,0.52200102,-0.064939415,17.29777426,0.660868143,5.27229387,0.159232427,0.700917884,2.423090884,0.209971796,0.012845584,1.276349917,0.361776471,-0.010034457,0.203154011,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.04482001,-0.898628293,0.054263154
1994,5.94296611,C111,Male,skilled,Manual,0.203457126,0.089754821,13.40166221,0.956512569,0.52200102,-0.064939415,2.992634054,0.810870641,5.27229387,0.55360192,1.862032746,2.423090884,0.209971796,0.370326609,1.276349917,0.014521281,0.000772359,0.012527564,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,0.84436514,
1994,3.016109015,C102,Male,unskilled,Routine,4.235633894,0.36065895,13.40166221,0.956512569,0.52200102,-0.064939415,17.29777426,0.660868143,4.660236613,-0.083412226,0.844849157,3.484160862,0.001557613,0.012845584,1.276349917,0.302308549,0.022116992,0.187528545,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-0.862316173,,
1994,8.153222496,C112,Male,skilled,Routine,0.424602719,0.187312884,13.40166221,0.956512569,0.52200102,-0.064939415,2.992634054,0.810870641,4.660236613,0.360053134,0.945523849,3.484160862,0.001557613,0.370326609,1.276349917,0.030305035,0.007509621,0.019900848,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1996,3.65154028,C003,Female,unskilled,Analytical,1.882662756,0.121694141,7.811813155,0.453034616,0.498915413,-0.088025022,18.6712775,0.665323574,2.747930242,0.133044262,0.079416786,4.812734555,0.422053314,0.007465767,0.911939461,0.109182258,0.01171382,0.025830558,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1996,7.339279524,C013,Female,skilled,Analytical,0.865267486,0.488064167,7.811813155,0.453034616,0.498915413,-0.088025022,3.512030996,0.821191558,2.747930242,0.42482981,0.653190486,4.812734555,0.422053314,0.398101818,0.911939461,0.050179915,0.027021682,0.059958697,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1996,1.810664784,C001,Female,unskilled,Manual,2.763518124,0.17863208,7.811813155,0.453034616,0.498915413,-0.088025022,18.6712775,0.665323574,2.807012487,0.148623977,0.661409744,1.832447752,0.202050074,0.007465767,0.911939461,0.16026617,0.021604379,0.1944011,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,-0.084314582
1996,3.216480629,C011,Female,skilled,Manual,0.043494363,0.0245335,7.811813155,0.453034616,0.498915413,-0.088025022,3.512030996,0.821191558,2.807012487,0.56469647,1.632651492,1.832447752,0.202050074,0.398101818,0.911939461,0.002522392,0.001512486,0.012220976,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1996,3.102083949,C002,Female,unskilled,Routine,2.032341923,0.131369308,7.811813155,0.453034616,0.498915413,-0.088025022,18.6712775,0.665323574,2.256870426,-0.082060489,0.816889891,3.320702035,0.018326162,0.007465767,0.911939461,0.117862681,0.02571229,0.186842431,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1996,5.299545236,C012,Female,skilled,Routine,0.224528502,0.126647907,7.811813155,0.453034616,0.498915413,-0.088025022,3.512030996,0.821191558,2.256870426,0.445184494,0.787337309,3.320702035,0.018326162,0.398101818,0.911939461,0.0130212,0.007465645,0.01966165,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1996,4.171156498,C103,Male,unskilled,Analytical,2.038275118,0.161857698,14.37149534,0.951950029,0.498915413,-0.088025022,18.6712775,0.665323574,3.701026848,0.133044262,0.079416786,7.33985253,0.422053314,0.007465767,1.302575513,0.135012816,-0.012901282,0.025830558,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.375045803,,
1996,11.22418124,C113,Male,skilled,Analytical,1.66275173,0.664066342,14.37149534,0.951950029,0.498915413,-0.088025022,3.512030996,0.821191558,3.701026848,0.42482981,0.653190486,7.33985253,0.422053314,0.398101818,1.302575513,0.110138613,0.001654781,0.059958697,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1996,2.10079961,C101,Male,unskilled,Manual,5.354376664,0.425186507,14.37149534,0.951950029,0.498915413,-0.088025022,18.6712775,0.665323574,5.576955828,0.148623977,0.661409744,2.242749832,0.202050074,0.007465767,1.302575513,0.35466727,-0.017143657,0.1944011,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.113078471,-0.997461455,0.063020792
1996,5.657512225,C111,Male,skilled,Manual,0.222579163,0.088893205,14.37149534,0.951950029,0.498915413,-0.088025022,3.512030996,0.821191558,5.576955828,0.56469647,1.632651492,2.242749832,0.202050074,0.398101818,1.302575513,0.014743368,0.000994447,0.012220976,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,0.934440663,
1996,2.857690092,C102,Male,unskilled,Routine,4.600102916,0.365290269,14.37149534,0.951950029,0.498915413,-0.088025022,18.6712775,0.665323574,5.093512667,-0.082060489,0.816889891,3.382118806,0.018326162,0.007465767,1.302575513,0.304705112,0.024513556,0.186842431,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-0.953566299,,
1996,8.271414271,C112,Male,skilled,Routine,0.493409751,0.197056964,14.37149534,0.951950029,0.498915413,-0.088025022,3.512030996,0.821191558,5.093512667,0.445184494,0.787337309,3.382118806,0.018326162,0.398101818,1.302575513,0.03268285,0.009887436,0.01966165,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1998,3.457729299,C003,Female,unskilled,Analytical,1.986490556,0.123844678,8.204350641,0.458695782,0.486626522,-0.100313913,19.51675798,0.667358208,2.867518231,0.127191954,0.063065449,4.751569455,0.396131538,0.004803635,1.012704182,0.111062396,0.013593958,0.023157494,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1998,7.668845866,C013,Female,skilled,Analytical,0.881027675,0.477242414,8.204350641,0.458695782,0.486626522,-0.100313913,3.58938498,0.81481154,2.867518231,0.358506119,0.653875187,4.751569455,0.396131538,0.331882728,1.012704182,0.049257241,0.026099008,0.058217234,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1998,1.706125697,C001,Female,unskilled,Manual,2.902055028,0.180924127,8.204350641,0.458695782,0.486626522,-0.100313913,19.51675798,0.667358208,2.947169962,0.139243804,0.641645135,1.732455422,0.18598914,0.004803635,1.012704182,0.16225055,0.023588759,0.187461006,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,-0.071804648
1998,3.426136482,C011,Female,skilled,Manual,0.045114935,0.024438234,8.204350641,0.458695782,0.486626522,-0.100313913,3.58938498,0.81481154,2.947169962,0.432437908,1.569610887,1.732455422,0.18598914,0.331882728,1.012704182,0.002522324,0.001512418,0.011228701,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1998,2.951583286,C002,Female,unskilled,Routine,2.154410715,0.1343134,8.204350641,0.458695782,0.486626522,-0.100313913,19.51675798,0.667358208,2.389662447,-0.077627282,0.810480332,3.222530114,0.014801655,0.004803635,1.012704182,0.120450618,0.028300228,0.186916237,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1998,5.703832774,C012,Female,skilled,Routine,0.235251732,0.127433119,8.204350641,0.458695782,0.486626522,-0.100313913,3.58938498,0.81481154,2.389662447,0.378248155,0.787437551,3.222530114,0.014801655,0.331882728,1.012704182,0.013152653,0.007597098,0.019645849,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1998,3.926718364,C103,Male,unskilled,Analytical,2.115804231,0.16023207,14.90179232,0.945322304,0.486626522,-0.100313913,19.51675798,0.667358208,3.810001339,0.127191954,0.063065449,7.061140009,0.396131538,0.004803635,1.339783275,0.13421989,-0.013694208,0.023157494,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.416226178,,
1998,10.9755739,C113,Male,skilled,Analytical,1.694197108,0.662030559,14.90179232,0.945322304,0.486626522,-0.100313913,3.58938498,0.81481154,3.810001339,0.358506119,0.653875187,7.061140009,0.396131538,0.331882728,1.339783275,0.107474475,-0.001009356,0.058217234,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
1998,1.961028205,C101,Male,unskilled,Manual,5.512753636,0.417486604,14.90179232,0.945322304,0.486626522,-0.100313913,19.51675798,0.667358208,5.729520893,0.139243804,0.641645135,2.086585216,0.18598914,0.004803635,1.339783275,0.349711555,-0.022099372,0.187461006,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.162892658,-0.957072875,0.064246218
1998,5.279709852,C111,Male,skilled,Manual,0.216767256,0.084704753,14.90179232,0.945322304,0.486626522,-0.100313913,3.58938498,0.81481154,5.729520893,0.432437908,1.569610887,2.086585216,0.18598914,0.331882728,1.339783275,0.013751025,2.10E-06,0.011228701,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,0.892826657,
1998,2.731127294,C102,Male,unskilled,Routine,4.845243819,0.366935387,14.90179232,0.945322304,0.486626522,-0.100313913,19.51675798,0.667358208,5.362270092,-0.077627282,0.810480332,3.270583653,0.014801655,0.004803635,1.339783275,0.307366856,0.027175299,0.186916237,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-0.928169875,,
1998,8.326028069,C112,Male,skilled,Routine,0.517026274,0.202035047,14.90179232,0.945322304,0.486626522,-0.100313913,3.58938498,0.81481154,5.362270092,0.378248155,0.787437551,3.270583653,0.014801655,0.331882728,1.339783275,0.032798502,0.010003088,0.019645849,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2000,3.419377662,C003,Female,unskilled,Analytical,2.172551051,0.126789783,9.232364618,0.474163288,0.465654558,-0.121285877,20.80733001,0.669139467,3.327467002,0.143794738,0.012452883,4.681447903,0.357405648,0.032314275,0.944091613,0.111579643,0.014111205,0.01572856,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2000,7.055570477,C013,Female,skilled,Analytical,1.154915951,0.494443189,9.232364618,0.474163288,0.465654558,-0.121285877,4.664267465,0.824902175,3.327467002,0.295500673,0.628386473,4.681447903,0.357405648,0.269164128,0.944091613,0.059315112,0.036156879,0.065979771,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2000,1.682319329,C001,Female,unskilled,Manual,3.165035848,0.184711061,9.232364618,0.474163288,0.465654558,-0.121285877,20.80733001,0.669139467,3.229400982,0.164890962,0.599760073,1.717405023,0.208125587,0.032314275,0.944091613,0.162552484,0.023890693,0.171126843,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,-0.118267798
2000,3.442678849,C011,Female,skilled,Manual,0.064365133,0.027556033,9.232364618,0.474163288,0.465654558,-0.121285877,4.664267465,0.824902175,3.229400982,0.319914715,1.496059644,1.717405023,0.208125587,0.269164128,0.944091613,0.003305717,0.002295811,0.013323021,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2000,2.922163891,C002,Female,unskilled,Routine,2.35879289,0.137658832,9.232364618,0.474163288,0.465654558,-0.121285877,20.80733001,0.669139467,2.675496635,-0.040223947,0.77997015,3.214731518,0.037034535,0.032314275,0.944091613,0.121144803,0.028994412,0.176641502,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2000,5.393759863,C012,Female,skilled,Routine,0.316703745,0.135587364,9.232364618,0.474163288,0.465654558,-0.121285877,4.664267465,0.824902175,2.675496635,0.311263003,0.758176317,3.214731518,0.037034535,0.269164128,0.944091613,0.016265528,0.010709973,0.022854861,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2000,3.948174431,C103,Male,unskilled,Analytical,2.19977473,0.157570316,16.23923285,0.939817846,0.465654558,-0.121285877,20.80733001,0.669139467,4.364761054,0.143794738,0.012452883,6.692671293,0.357405648,0.032314275,1.180941466,0.127308203,-0.020605895,0.01572856,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.262167992,,
2000,9.481268512,C113,Male,skilled,Analytical,2.164986324,0.652391799,16.23923285,0.939817846,0.465654558,-0.121285877,4.664267465,0.824902175,4.364761054,0.295500673,0.628386473,6.692671293,0.357405648,0.269164128,1.180941466,0.125294883,0.016811052,0.065979771,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2000,1.983899508,C101,Male,unskilled,Manual,5.765687813,0.412997402,16.23923285,0.939817846,0.465654558,-0.121285877,20.80733001,0.669139467,6.05301791,0.164890962,0.599760073,2.114757251,0.208125587,0.032314275,1.180941466,0.333679328,-0.0381316,0.171126843,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.020437274,-0.925604681,0.089934597
2000,4.740604307,C111,Male,skilled,Manual,0.287330097,0.086583364,16.23923285,0.939817846,0.465654558,-0.121285877,4.664267465,0.824902175,6.05301791,0.319914715,1.496059644,2.114757251,0.208125587,0.269164128,1.180941466,0.016628738,0.002879817,0.013323021,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,0.835670084,
2000,2.806955526,C102,Male,unskilled,Routine,5.145487675,0.368572339,16.23923285,0.939817846,0.465654558,-0.121285877,20.80733001,0.669139467,5.82145389,-0.040223947,0.77997015,3.336019668,0.037034535,0.032314275,1.180941466,0.297786305,0.017594748,0.176641502,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-0.856093624,,
2000,7.363281631,C112,Male,skilled,Routine,0.675966215,0.203694042,16.23923285,0.939817846,0.465654558,-0.121285877,4.664267465,0.824902175,5.82145389,0.311263003,0.758176317,3.336019668,0.037034535,0.269164128,1.180941466,0.039120389,0.016324976,0.022854861,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2002,2.948249433,C003,Female,unskilled,Analytical,2.22719188,0.124301139,9.443755674,0.462607302,0.467821868,-0.119118567,21.00203381,0.65447175,3.442595288,0.155531074,-0.003349011,4.146901686,0.324509169,0.048089862,0.992082651,0.109100157,0.011631719,0.018607401,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2002,6.343397554,C013,Female,skilled,Analytical,1.215403408,0.486846063,9.443755674,0.462607302,0.467821868,-0.119118567,4.613951365,0.808668684,3.442595288,0.254178097,0.538801046,4.146901686,0.324509169,0.227807185,0.992082651,0.05953717,0.036378937,0.060311216,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2002,1.435195298,C001,Female,unskilled,Manual,3.211472484,0.179234529,9.443755674,0.462607302,0.467821868,-0.119118567,21.00203381,0.65447175,3.277624341,0.176543254,0.583894238,1.467154089,0.208833004,0.048089862,0.992082651,0.157315656,0.018653865,0.173967742,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,-0.048366567
2002,3.01865668,C011,Female,skilled,Manual,0.066151857,0.02649801,9.443755674,0.462607302,0.467821868,-0.119118567,4.613951365,0.808668684,3.277624341,0.254526903,1.383444035,1.467154089,0.208833004,0.227807185,0.992082651,0.003240483,0.002230577,0.011939719,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2002,2.489357543,C002,Female,unskilled,Routine,2.390102116,0.133393273,9.443755674,0.462607302,0.467821868,-0.119118567,21.00203381,0.65447175,2.723536045,-0.015795236,0.77642375,2.778599227,0.038359059,0.048089862,0.992082651,0.1170804,0.024930009,0.181819953,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2002,4.851925011,C012,Female,skilled,Routine,0.333433929,0.133561412,9.443755674,0.462607302,0.467821868,-0.119118567,4.613951365,0.808668684,2.723536045,0.272042516,0.67054828,2.778599227,0.038359059,0.227807185,0.992082651,0.016333435,0.01077788,0.021175836,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2002,3.444375654,C103,Male,unskilled,Analytical,2.219745466,0.156625158,16.1722295,0.93042917,0.467821868,-0.119118567,21.00203381,0.65447175,4.302886964,0.155531074,-0.003349011,5.736622613,0.324509169,0.048089862,1.171799973,0.127707558,-0.02020654,0.018607401,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.255049103,,
2002,8.179185829,C113,Male,skilled,Analytical,2.083141498,0.64912967,16.1722295,0.93042917,0.467821868,-0.119118567,4.613951365,0.808668684,4.302886964,0.254178097,0.538801046,5.736622613,0.324509169,0.227807185,1.171799973,0.119848387,0.011364555,0.060311216,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,,
2002,1.712311464,C101,Male,unskilled,Manual,5.758193445,0.406297917,16.1722295,0.93042917,0.467821868,-0.119118567,21.00203381,0.65447175,6.022047729,0.176543254,0.583894238,1.807884785,0.208833004,0.048089862,1.171799973,0.331283398,-0.040527529,0.173967742,NaN,NaN,Model Prediction (No Counterfactual),1,GE,-1.008812415,-0.962760508,0.070908487
2002,3.893618097,C111,Male,skilled,Manual,0.263854284,0.08221988,16.1722295,0.93042917,0.467821868,-0.119118567,4.613951365,0.808668684,6.022047729,0.254526903,1.383444035,1.807884785,0.208833004,0.227807185,1.171799973,0.015180203,0.001431282,0.011939719,NaN,NaN,Model Prediction (No Counterfactual),1,GE,,0.89185202,
