EjV,k_tt,b_tt,eps_tt,cash_tt,maxof7_overJ,ktp_opti,btp_opti,consumption_opti,prob ib,prob is,prob fb2,prob fs,prob ibfb2,prob fbis2,prob none,kn ib,kn is,kn fb2,kn fs,kn ibfb2,kn fbis2,kn none,bn ib,bn is,bn fb2,bn fs,bn ibfb2,bn fbis2,bn none,cc ib,cc is,cc fb2,cc fs,cc ibfb2,cc fbis2,cc none,jV ib,jV is,jV fb2,jV fs,jV ibfb2,jV fbis2,jV none,btp_fb_opti,bn_fb ib,bn_fb is,bn_fb fb2,bn_fb fs,bn_fb ibfb2,bn_fb fbis2,bn_fb none,btp_ib_opti,bn_ib ib,bn_ib is,bn_ib fb2,bn_ib fs,bn_ib ibfb2,bn_ib fbis2,bn_ib none,btp_fs_opti,bn_fs ib,bn_fs is,bn_fs fb2,bn_fs fs,bn_fs ibfb2,bn_fs fbis2,bn_fs none,btp_il_opti,bn_il ib,bn_il is,bn_il fb2,bn_il fs,bn_il ibfb2,bn_il fbis2,bn_il none
-2.711291236,0,11.96150232,-0.0625,11.96150232,1,1.299278035,8.862808571,3.464741427,0.127260297,0.167945007,0.136630019,0.142819388,0.122915123,0.165041967,0.137388199,10.05849915,1.299278035,8.656659409,2.621222737,11.11111111,1.691948369,7.974334878,-1.055024799,8.862808571,-0.269318293,5.265017115,-2.330864198,8.05910773,0,2.621885735,3.464741427,3.359440724,4.077457591,2.594760716,3.56272055,3.987167439,-6.677635437,-6.261532412,-6.571072273,-6.504616072,-6.729746204,-6.287687608,-6.562771555,0,0,0,-0.269318293,0,-2.330864198,-0.473745543,0,0,-1.055024799,0,0,0,0,0,0,0,0,0,0,5.265017115,0,0,0,8.862808571,0,8.862808571,0,0,0,8.532853274,0
-2.711291236,0,11.96150232,0.998160172,11.96150232,1,1.299278035,8.862808571,3.464741427,0.127260297,0.167945007,0.136630019,0.142819388,0.122915123,0.165041967,0.137388199,10.05849915,1.299278035,8.656659409,2.621222737,11.11111111,1.691948369,7.974334878,-1.055024799,8.862808571,-0.269318293,5.265017115,-2.330864198,8.05910773,0,2.621885735,3.464741427,3.359440724,4.077457591,2.594760716,3.56272055,3.987167439,-6.677635437,-6.261532412,-6.571072273,-6.504616072,-6.729746204,-6.287687608,-6.562771555,0,0,0,-0.269318293,0,-2.330864198,-0.473745543,0,0,-1.055024799,0,0,0,0,0,0,0,0,0,0,5.265017115,0,0,0,8.862808571,0,8.862808571,0,0,0,8.532853274,0
-2.176181532,0,16.19025658,-1.123160172,16.19025658,1,1.76913962,12.06789106,4.717705653,0.132735678,0.166592219,0.131326282,0.140878908,0.130381098,0.164488463,0.133597352,11.11111111,1.76913962,11.7638086,1.780472953,11.11111111,2.313378207,10.79350438,0,12.06789106,0,9.809218989,0,11.01910941,0,4.973145466,4.717705653,4.246447981,4.747927875,4.793145466,4.871259801,5.396752192,-5.845762943,-5.504979062,-5.861775202,-5.756451525,-5.872610071,-5.524041947,-5.836056937,0,0,0,0,0,0,-0.647745898,0,0,0,0,0,0,0,0,0,0,0,0,0,9.809218989,0,0,0,12.06789106,0,12.06789106,0,0,0,11.6668553,0
-2.176181532,0,16.19025658,-0.0625,16.19025658,1,1.76913962,12.06789106,4.717705653,0.132735678,0.166592219,0.131326282,0.140878908,0.130381098,0.164488463,0.133597352,11.11111111,1.76913962,11.7638086,1.780472953,11.11111111,2.313378207,10.79350438,0,12.06789106,0,9.809218989,0,11.01910941,0,4.973145466,4.717705653,4.246447981,4.747927875,4.793145466,4.871259801,5.396752192,-5.845762943,-5.504979062,-5.861775202,-5.756451525,-5.872610071,-5.524041947,-5.836056937,0,0,0,0,0,0,-0.647745898,0,0,0,0,0,0,0,0,0,0,0,0,0,9.809218989,0,0,0,12.06789106,0,12.06789106,0,0,0,11.6668553,0
-2.176181532,0,16.19025658,0.998160172,16.19025658,1,1.76913962,12.06789106,4.717705653,0.132735678,0.166592219,0.131326282,0.140878908,0.130381098,0.164488463,0.133597352,11.11111111,1.76913962,11.7638086,1.780472953,11.11111111,2.313378207,10.79350438,0,12.06789106,0,9.809218989,0,11.01910941,0,4.973145466,4.717705653,4.246447981,4.747927875,4.793145466,4.871259801,5.396752192,-5.845762943,-5.504979062,-5.861775202,-5.756451525,-5.872610071,-5.524041947,-5.836056937,0,0,0,0,0,0,-0.647745898,0,0,0,0,0,0,0,0,0,0,0,0,0,9.809218989,0,0,0,12.06789106,0,12.06789106,0,0,0,11.6668553,0
-1.816371403,0,20.54587347,-1.123160172,20.54587347,1,0,17.29026677,6.759291155,0.128078766,0.166818428,0.13298122,0.141588728,0.129008564,0.164954626,0.136569667,16.66666667,0,14.96417226,2.264430385,16.66666667,0,13.69724898,-1.748148148,17.29026677,-0.931104052,12.4755018,-3.496296296,17.13678677,0,5.140015359,6.759291155,6.212767453,6.038481027,6.638761064,6.699291155,6.848624488,-5.382675725,-4.98628493,-5.326332001,-5.232254017,-5.371825695,-5.003138213,-5.286391576,0,0,0,-0.931104052,0,-3.496296296,0,0,0,-1.748148148,0,0,0,0,0,0,0,0,0,0,12.4755018,0,0,0,17.29026677,0,17.29026677,0,0,0,17.13678677,0
-1.816371403,0,20.54587347,-0.0625,20.54587347,1,0,17.29026677,6.759291155,0.128078766,0.166818428,0.13298122,0.141588728,0.129008564,0.164954626,0.136569667,16.66666667,0,14.96417226,2.264430385,16.66666667,0,13.69724898,-1.748148148,17.29026677,-0.931104052,12.4755018,-3.496296296,17.13678677,0,5.140015359,6.759291155,6.212767453,6.038481027,6.638761064,6.699291155,6.848624488,-5.382675725,-4.98628493,-5.326332001,-5.232254017,-5.371825695,-5.003138213,-5.286391576,0,0,0,-0.931104052,0,-3.496296296,0,0,0,-1.748148148,0,0,0,0,0,0,0,0,0,0,12.4755018,0,0,0,17.29026677,0,17.29026677,0,0,0,17.13678677,0
-1.816371403,0,20.54587347,0.998160172,20.54587347,1,0,17.29026677,6.759291155,0.128078766,0.166818428,0.13298122,0.141588728,0.129008564,0.164954626,0.136569667,16.66666667,0,14.96417226,2.264430385,16.66666667,0,13.69724898,-1.748148148,17.29026677,-0.931104052,12.4755018,-3.496296296,17.13678677,0,5.140015359,6.759291155,6.212767453,6.038481027,6.638761064,6.699291155,6.848624488,-5.382675725,-4.98628493,-5.326332001,-5.232254017,-5.371825695,-5.003138213,-5.286391576,0,0,0,-0.931104052,0,-3.496296296,0,0,0,-1.748148148,0,0,0,0,0,0,0,0,0,0,12.4755018,0,0,0,17.29026677,0,17.29026677,0,0,0,17.13678677,0
-1.521930759,0,25.03215886,-1.123160172,25.03215886,1,0,21.11557279,8.25471962,0.13421821,0.163349937,0.132382105,0.140229741,0.132929106,0.161900378,0.134990523,16.66666667,0,18.26054683,5.52581308,16.66666667,0,16.68810591,0,21.11557279,-1.136211803,11.09920955,0,20.96209279,0,8.259492193,8.25471962,7.581343563,8.595709236,8.079492193,8.19471962,8.344052953,-4.889630927,-4.594989164,-4.910292573,-4.823908159,-4.904107362,-4.608359499,-4.88102442,0,0,0,-1.136211803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09920955,0,0,0,21.11557279,0,21.11557279,0,0,0,20.96209279,0
-1.521930759,0,25.03215886,-0.0625,25.03215886,1,0,21.11557279,8.25471962,0.13421821,0.163349937,0.132382105,0.140229741,0.132929106,0.161900378,0.134990523,16.66666667,0,18.26054683,5.52581308,16.66666667,0,16.68810591,0,21.11557279,-1.136211803,11.09920955,0,20.96209279,0,8.259492193,8.25471962,7.581343563,8.595709236,8.079492193,8.19471962,8.344052953,-4.889630927,-4.594989164,-4.910292573,-4.823908159,-4.904107362,-4.608359499,-4.88102442,0,0,0,-1.136211803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09920955,0,0,0,21.11557279,0,21.11557279,0,0,0,20.96209279,0
-1.521930759,0,25.03215886,0.998160172,25.03215886,1,0,21.11557279,8.25471962,0.13421821,0.163349937,0.132382105,0.140229741,0.132929106,0.161900378,0.134990523,16.66666667,0,18.26054683,5.52581308,16.66666667,0,16.68810591,0,21.11557279,-1.136211803,11.09920955,0,20.96209279,0,8.259492193,8.25471962,7.581343563,8.595709236,8.079492193,8.19471962,8.344052953,-4.889630927,-4.594989164,-4.910292573,-4.823908159,-4.904107362,-4.608359499,-4.88102442,0,0,0,-1.136211803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09920955,0,0,0,21.11557279,0,21.11557279,0,0,0,20.96209279,0
-1.305289922,0,29.65303282,-1.123160172,29.65303282,1,0,25.05563798,9.795010939,0.131368571,0.165149222,0.133059802,0.140487851,0.130954214,0.163841914,0.135138426,16.66666667,0,17.32465011,3.27633698,22.22222222,0,19.76868854,0,25.05563798,0,18.05043253,-2.330864198,24.90215798,0,12.88036615,9.795010939,12.1483827,8.736898612,9.175180104,9.735010939,9.884344272,-4.610908976,-4.267645154,-4.591721312,-4.510237789,-4.615647687,-4.279566284,-4.568469873,0,0,0,0,0,-2.330864198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05043253,0,0,0,25.05563798,0,25.05563798,0,0,0,24.90215798,0
-1.305289922,0,29.65303282,-0.0625,29.65303282,1,0,25.05563798,9.795010939,0.131368571,0.165149222,0.133059802,0.140487851,0.130954214,0.163841914,0.135138426,16.66666667,0,17.32465011,3.27633698,22.22222222,0,19.76868854,0,25.05563798,0,18.05043253,-2.330864198,24.90215798,0,12.88036615,9.795010939,12.1483827,8.736898612,9.175180104,9.735010939,9.884344272,-4.610908976,-4.267645154,-4.591721312,-4.510237789,-4.615647687,-4.279566284,-4.568469873,0,0,0,0,0,-2.330864198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05043253,0,0,0,25.05563798,0,25.05563798,0,0,0,24.90215798,0
-1.305289922,0,29.65303282,0.998160172,29.65303282,1,0,25.05563798,9.795010939,0.131368571,0.165149222,0.133059802,0.140487851,0.130954214,0.163841914,0.135138426,16.66666667,0,17.32465011,3.27633698,22.22222222,0,19.76868854,0,25.05563798,0,18.05043253,-2.330864198,24.90215798,0,12.88036615,9.795010939,12.1483827,8.736898612,9.175180104,9.735010939,9.884344272,-4.610908976,-4.267645154,-4.591721312,-4.510237789,-4.615647687,-4.279566284,-4.568469873,0,0,0,0,0,-2.330864198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05043253,0,0,0,25.05563798,0,25.05563798,0,0,0,24.90215798,0
-1.113137612,0,34.41253299,-1.123160172,34.41253299,1,0,29.11390513,11.381511,0.134473706,0.162770386,0.132097343,0.140425757,0.133657617,0.16177035,0.134804842,22.22222222,0,25.15293643,3.805170332,22.22222222,0,22.94168866,0,29.11390513,-1.5650716,20.96395175,0,28.96042513,0,12.08431077,11.381511,10.44289935,10.14712089,11.90431077,11.321511,11.47084433,-4.299958824,-4.013501061,-4.326703209,-4.234993467,-4.309089709,-4.022745255,-4.296269686,0,0,0,-1.5650716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.96395175,0,0,0,29.11390513,0,29.11390513,0,0,0,28.96042513,0
-1.113137612,0,34.41253299,-0.0625,34.41253299,1,0,29.11390513,11.381511,0.134473706,0.162770386,0.132097343,0.140425757,0.133657617,0.16177035,0.134804842,22.22222222,0,25.15293643,3.805170332,22.22222222,0,22.94168866,0,29.11390513,-1.5650716,20.96395175,0,28.96042513,0,12.08431077,11.381511,10.44289935,10.14712089,11.90431077,11.321511,11.47084433,-4.299958824,-4.013501061,-4.326703209,-4.234993467,-4.309089709,-4.022745255,-4.296269686,0,0,0,-1.5650716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.96395175,0,0,0,29.11390513,0,29.11390513,0,0,0,28.96042513,0
-1.113137612,0,34.41253299,0.998160172,34.41253299,1,0,29.11390513,11.381511,0.134473706,0.162770386,0.132097343,0.140425757,0.133657617,0.16177035,0.134804842,22.22222222,0,25.15293643,3.805170332,22.22222222,0,22.94168866,0,29.11390513,-1.5650716,20.96395175,0,28.96042513,0,12.08431077,11.381511,10.44289935,10.14712089,11.90431077,11.321511,11.47084433,-4.299958824,-4.013501061,-4.326703209,-4.234993467,-4.309089709,-4.022745255,-4.296269686,0,0,0,-1.5650716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.96395175,0,0,0,29.11390513,0,29.11390513,0,0,0,28.96042513,0
-0.952475601,0,39.31481817,-1.123160172,39.31481817,1,0,33.29392029,13.01560606,0.133612924,0.1623376,0.133813002,0.140399351,0.132745872,0.161479729,0.135611522,27.77777778,0,27.77777778,8.699737372,27.77777778,0,26.20987878,0,33.29392029,-0.864197531,17.47438915,0,33.14044029,0,11.43104039,13.01560606,12.1098257,13.5329248,11.25104039,12.95560606,13.10493939,-4.078962852,-3.786866171,-4.076718364,-4.004647038,-4.0887285,-3.794813921,-4.056691825,0,0,0,-0.864197531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47438915,0,0,0,33.29392029,0,33.29392029,0,0,0,33.14044029,0
-0.952475601,0,39.31481817,-0.0625,39.31481817,1,0,33.29392029,13.01560606,0.133612924,0.1623376,0.133813002,0.140399351,0.132745872,0.161479729,0.135611522,27.77777778,0,27.77777778,8.699737372,27.77777778,0,26.20987878,0,33.29392029,-0.864197531,17.47438915,0,33.14044029,0,11.43104039,13.01560606,12.1098257,13.5329248,11.25104039,12.95560606,13.10493939,-4.078962852,-3.786866171,-4.076718364,-4.004647038,-4.0887285,-3.794813921,-4.056691825,0,0,0,-0.864197531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47438915,0,0,0,33.29392029,0,33.29392029,0,0,0,33.14044029,0
-0.952475601,0,39.31481817,0.998160172,39.31481817,1,0,33.29392029,13.01560606,0.133612924,0.1623376,0.133813002,0.140399351,0.132745872,0.161479729,0.135611522,27.77777778,0,27.77777778,8.699737372,27.77777778,0,26.20987878,0,33.29392029,-0.864197531,17.47438915,0,33.14044029,0,11.43104039,13.01560606,12.1098257,13.5329248,11.25104039,12.95560606,13.10493939,-4.078962852,-3.786866171,-4.076718364,-4.004647038,-4.0887285,-3.794813921,-4.056691825,0,0,0,-0.864197531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47438915,0,0,0,33.29392029,0,33.29392029,0,0,0,33.14044029,0
-0.810504452,0,44.36417191,-1.123160172,44.36417191,1,0,38.88888889,13.69047301,0.134773548,0.161009163,0.134542775,0.140211892,0.134210719,0.160287037,0.134964865,27.77777778,0,27.77777778,4.91090799,27.77777778,0,29.57611461,0,38.88888889,0,22.54652424,0,33.33333333,0,16.48039413,13.69047301,16.40639413,17.46100619,16.30039413,17.85414428,14.7880573,-3.862251596,-3.595453599,-3.864822246,-3.802913321,-3.868528869,-3.602196226,-3.860123782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.54652424,0,0,0,38.88888889,0,38.88888889,0,0,0,33.33333333,0
-0.810504452,0,44.36417191,-0.0625,44.36417191,1,0,38.88888889,13.69047301,0.134773548,0.161009163,0.134542775,0.140211892,0.134210719,0.160287037,0.134964865,27.77777778,0,27.77777778,4.91090799,27.77777778,0,29.57611461,0,38.88888889,0,22.54652424,0,33.33333333,0,16.48039413,13.69047301,16.40639413,17.46100619,16.30039413,17.85414428,14.7880573,-3.862251596,-3.595453599,-3.864822246,-3.802913321,-3.868528869,-3.602196226,-3.860123782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.54652424,0,0,0,38.88888889,0,38.88888889,0,0,0,33.33333333,0
-0.810504452,0,44.36417191,0.998160172,44.36417191,1,0,38.88888889,13.69047301,0.134773548,0.161009163,0.134542775,0.140211892,0.134210719,0.160287037,0.134964865,27.77777778,0,27.77777778,4.91090799,27.77777778,0,29.57611461,0,38.88888889,0,22.54652424,0,33.33333333,0,16.48039413,13.69047301,16.40639413,17.46100619,16.30039413,17.85414428,14.7880573,-3.862251596,-3.595453599,-3.864822246,-3.802913321,-3.868528869,-3.602196226,-3.860123782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.54652424,0,0,0,38.88888889,0,38.88888889,0,0,0,33.33333333,0
-0.684708785,0,49.56500626,-1.123160172,49.56500626,1,0,38.88888889,18.89130736,0.13445575,0.161465006,0.134219422,0.140188355,0.133879342,0.160892912,0.134899214,33.33333333,0,33.33333333,5.488778473,33.33333333,0,33.0433375,0,38.88888889,0,25.19959183,0,38.88888889,0,16.12567292,18.89130736,16.05167292,19.51565679,15.94567292,18.71130736,16.52166875,-3.6852492,-3.41066926,-3.687888012,-3.622621553,-3.691693473,-3.415993421,-3.680310015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.19959183,0,0,0,38.88888889,0,38.88888889,0,0,0,38.88888889,0
-0.684708785,0,49.56500626,-0.0625,49.56500626,1,0,38.88888889,18.89130736,0.13445575,0.161465006,0.134219422,0.140188355,0.133879342,0.160892912,0.134899214,33.33333333,0,33.33333333,5.488778473,33.33333333,0,33.0433375,0,38.88888889,0,25.19959183,0,38.88888889,0,16.12567292,18.89130736,16.05167292,19.51565679,15.94567292,18.71130736,16.52166875,-3.6852492,-3.41066926,-3.687888012,-3.622621553,-3.691693473,-3.415993421,-3.680310015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.19959183,0,0,0,38.88888889,0,38.88888889,0,0,0,38.88888889,0
-0.684708785,0,49.56500626,0.998160172,49.56500626,1,0,38.88888889,18.89130736,0.13445575,0.161465006,0.134219422,0.140188355,0.133879342,0.160892912,0.134899214,33.33333333,0,33.33333333,5.488778473,33.33333333,0,33.0433375,0,38.88888889,0,25.19959183,0,38.88888889,0,16.12567292,18.89130736,16.05167292,19.51565679,15.94567292,18.71130736,16.52166875,-3.6852492,-3.41066926,-3.687888012,-3.622621553,-3.691693473,-3.415993421,-3.680310015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.19959183,0,0,0,38.88888889,0,38.88888889,0,0,0,38.88888889,0
-0.57222447,0,54.92186563,-1.123160172,54.92186563,1,0,44.44444444,19.90449547,0.13431685,0.161491863,0.134149589,0.140622402,0.13390915,0.160954544,0.134555601,33.33333333,0,33.33333333,5.555555556,33.33333333,0,33.33333333,0,44.44444444,0,33.33333333,0,44.44444444,0,21.4825323,19.90449547,21.4085323,16.93183638,21.3025323,19.72449547,21.5885323,-3.525396457,-3.249016661,-3.527265537,-3.456581354,-3.529956419,-3.254015819,-3.522732542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,44.44444444,0,44.44444444,0,0,0,44.44444444,0
-0.57222447,0,54.92186563,-0.0625,54.92186563,1,0,44.44444444,19.90449547,0.13431685,0.161491863,0.134149589,0.140622402,0.13390915,0.160954544,0.134555601,33.33333333,0,33.33333333,5.555555556,33.33333333,0,33.33333333,0,44.44444444,0,33.33333333,0,44.44444444,0,21.4825323,19.90449547,21.4085323,16.93183638,21.3025323,19.72449547,21.5885323,-3.525396457,-3.249016661,-3.527265537,-3.456581354,-3.529956419,-3.254015819,-3.522732542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,44.44444444,0,44.44444444,0,0,0,44.44444444,0
-0.57222447,0,54.92186563,0.998160172,54.92186563,1,0,44.44444444,19.90449547,0.13431685,0.161491863,0.134149589,0.140622402,0.13390915,0.160954544,0.134555601,33.33333333,0,33.33333333,5.555555556,33.33333333,0,33.33333333,0,44.44444444,0,33.33333333,0,44.44444444,0,21.4825323,19.90449547,21.4085323,16.93183638,21.3025323,19.72449547,21.5885323,-3.525396457,-3.249016661,-3.527265537,-3.456581354,-3.529956419,-3.254015819,-3.522732542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,44.44444444,0,44.44444444,0,0,0,44.44444444,0
-0.465894524,0,60.43943079,-1.123160172,60.43943079,1,0,50,21.07838935,0.134731405,0.160497942,0.13456327,0.140914894,0.134321575,0.159999512,0.134971401,38.88888889,0,38.88888889,5.555555556,38.88888889,0,38.88888889,0,50,0,33.33333333,0,50,0,21.4445419,21.07838935,21.3705419,22.44940154,21.2645419,20.89838935,21.5505419,-3.368143258,-3.105646382,-3.37001632,-3.300833891,-3.372712957,-3.110311913,-3.365473694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,50,0,50,0,0,0,50,0
