"","prod_type_st","prod_type_lvl","statesid","cash_tt","EjV"
"1","A0",0,526,32.8474712605457,-0.796306338481192
"2","A0",0,555,53.3465869778373,-0.307782852938011
"3","A0",0,905,1.53302534699529,-5.24537745294305
"4","A0",0,953,20.1253810077412,-1.33216377729303
"5","A0",0,1017,63.7747661483877,-0.137896088083581
"6","A0",0,1047,95.3407986645728,0.197741218015793
"7","A0",0,1142,43.2585108410139,-0.514100854068691
"8","A0",0,1167,63.8221539648463,-0.137199100100756
"9","A0",0,1450,49.5593323825806,-0.379320716372198
"10","A0",0,1614,61.2664854514954,-0.175615137757562
"11","A0",0,1627,73.6936769887542,-0.00813143747274737
"12","A0",0,1790,87.1249966350322,0.131446428023919
"13","A0",0,1799,97.9062970219225,0.216295764793722
"14","A0",0,1842,16.057625423201,-1.59496307478137
"15","A0",0,2013,26.1644684082442,-1.03970328472911
"16","A0",0,2227,73.7085137435364,-0.00795668317955921
"17","A0",0,2463,26.2464556344246,-1.03629274494917
"18","A0",0,2511,58.848263826505,-0.21374229026633
"19","A0",0,2538,85.2157934183274,0.114211368783383
"20","A0",0,2567,5.51917216002068,-2.98661238251844
"21","A0",0,2592,16.1948090605881,-1.58463882378155
"22","A0",0,2757,23.2012259812209,-1.17186806712577
"23","A0",0,2888,13.4905820948706,-1.80359682267201
"24","A0",0,2980,76.8228166903711,0.0278104788084197
"25","A0",0,2986,83.302750290898,0.0961161297003382
"26","A0",0,3004,1.16880369130783,-6.19607390114774
"27","A0",0,3207,23.2701777725615,-1.1685689481356
"28","A0",0,3371,29.8667283723932,-0.896938494173079
"29","A0",0,3446,94.3041159409839,0.189968502745615
"30","A0",0,4291,42.8977813589573,-0.522487630300896
"31","A0",0,4307,54.9916264667605,-0.278473496203366
"32","A0",0,4405,21.2635040182161,-1.26996824193166
"33","A0",0,4444,45.073728588636,-0.47311616149437
"34","A0",0,4469,65.540409116544,-0.112407861218574
"35","A0",0,4761,59.167071138428,-0.208621429608166
"36","A0",0,5107,2.12440475649102,-4.58997044847118
"37","A0",0,5134,11.7761044823907,-1.97146260023347
"38","A0",0,5211,59.221596892053,-0.207750080306407
"39","A0",0,5349,49.5918204368722,-0.378681676927396
"40","A0",0,5364,61.8348495145216,-0.166884128447581
"41","A0",0,5475,33.4218242998594,-0.777946357501255
"42","A0",0,5769,29.9733446984334,-0.893173657078134
"43","A0",0,5962,59.5771292099744,-0.202082108680296
"44","A0",0,5991,89.0630349937507,0.148133182843099
"45","A0",0,6170,6.71989644205215,-2.70555496335374
"46","A0",0,6737,83.9769513834489,0.102591302106037
"47","A0",0,6746,94.4442333124686,0.191028157259665
"48","A0",0,6988,40.8253115681264,-0.572233932095321
"49","A0",0,7067,5.71630848501256,-2.93834952205006
"50","A0",0,7081,10.5991306704367,-2.10407993061132
"51","A2504",2504,526,32.9037140185334,-0.750500155503107
"52","A2504",2504,555,53.8157722042249,-0.270991201301906
"53","A2504",2504,905,1.71449848771116,-4.52378325778637
"54","A2504",2504,953,20.3068541484571,-1.25484228824523
"55","A2504",2504,1017,64.298910868441,-0.106225428114907
"56","A2504",2504,1047,95.8649433846261,0.221095959248029
"57","A2504",2504,1142,43.4446543846289,-0.475399668675215
"58","A2504",2504,1167,64.35978810273,-0.105362425476767
"59","A2504",2504,1450,49.6265653361698,-0.347606074802353
"60","A2504",2504,1614,61.8376106556277,-0.141959440316926
"61","A2504",2504,1627,73.7621396231898,0.0145423843238906
"62","A2504",2504,1790,87.3260511750608,0.153223972526335
"63","A2504",2504,1799,98.1073515619511,0.237077135188683
"64","A2504",2504,1842,16.6473351097811,-1.47257028941399
"65","A2504",2504,2013,26.7627071359819,-0.962226385873255
"66","A2504",2504,2227,73.7811998092135,0.0147619410648425
"67","A2504",2504,2463,26.8680328494224,-0.958140276664254
"68","A2504",2504,2511,59.4698410415027,-0.177940252927187
"69","A2504",2504,2538,85.8373706333251,0.140004660687028
"70","A2504",2504,2567,5.73686608642118,-2.741853360258
"71","A2504",2504,2592,16.8235694471687,-1.4606949540543
"72","A2504",2504,2757,23.8369288025976,-1.08345132473109
"73","A2504",2504,2888,13.713009117927,-1.6906608786529
"74","A2504",2504,2980,76.899826968086,0.04988530856731
"75","A2504",2504,2986,83.3797605686129,0.117108877685261
"76","A2504",2504,3004,1.24659748016492,-5.37031589774561
"77","A2504",2504,3207,23.9255084137673,-1.07951356620638
"78","A2504",2504,3371,30.0957709446568,-0.840960938483161
"79","A2504",2504,3446,94.5331585132475,0.211268835904102
"80","A2504",2504,4291,42.9812396330065,-0.48577614981104
"81","A2504",2504,4307,55.2326770900928,-0.246609632439259
"82","A2504",2504,4405,21.347614823935,-1.20119184435364
"83","A2504",2504,4444,45.1578393943549,-0.437862073550873
"84","A2504",2504,4469,65.7833444321675,-0.0854189295479248
"85","A2504",2504,4761,59.8794000562744,-0.171583788035366
