"","prod_type_st","prod_type_lvl","statesid","cash_tt","EjV"
"1","A0",0,526,32.8474712605457,-0.795741926427394
"2","A0",0,555,53.3465869778373,-0.306013969761976
"3","A0",0,905,1.53302534699529,-5.34387820690379
"4","A0",0,953,20.1253810077412,-1.33436296066859
"5","A0",0,1017,63.7747661483877,-0.135824170500467
"6","A0",0,1047,95.3407986645728,0.201082989795375
"7","A0",0,1142,43.2585108410139,-0.512706969721604
"8","A0",0,1167,63.8221539648463,-0.135127552940604
"9","A0",0,1450,49.5593323825806,-0.377652925230731
"10","A0",0,1614,61.2664854514954,-0.173623666902009
"11","A0",0,1627,73.6936769887542,-0.00576637413955528
"12","A0",0,1790,87.1249966350322,0.134446432784674
"13","A0",0,1799,97.9062970219225,0.219730102987313
"14","A0",0,1842,16.057625423201,-1.59891056947705
"15","A0",0,2013,26.1644684082442,-1.04023248750674
"16","A0",0,2227,73.7085137435364,-0.00559128083360734
"17","A0",0,2463,26.2464556344246,-1.0367995761072
"18","A0",0,2511,58.848263826505,-0.211792281420653
"19","A0",0,2538,85.2157934183274,0.117159529730862
"20","A0",0,2567,5.51917216002068,-3.01047740576035
"21","A0",0,2592,16.1948090605881,-1.58881378052513
"22","A0",0,2757,23.2012259812209,-1.17336479877067
"23","A0",0,2888,13.4905820948706,-1.81000206796632
"24","A0",0,2980,76.8228166903711,0.0303509805352353
"25","A0",0,2986,83.302750290898,0.0989745647774092
"26","A0",0,3004,1.16880369130783,-6.38780160298968
"27","A0",0,3207,23.2701777725615,-1.17004332855111
"28","A0",0,3371,29.8667283723932,-0.896795940780214
"29","A0",0,3446,94.3041159409839,0.193280649000111
"30","A0",0,4291,42.8977813589573,-0.521112657090581
"31","A0",0,4307,54.9916264667605,-0.276665579518892
"32","A0",0,4405,21.2635040182161,-1.27185329433572
"33","A0",0,4444,45.073728588636,-0.471644260315801
"34","A0",0,4469,65.540409116544,-0.110297359385495
"35","A0",0,4761,59.167071138428,-0.206654788949752
"36","A0",0,5107,2.12440475649102,-4.66764709919932
"37","A0",0,5134,11.7761044823907,-1.97902732967327
"38","A0",0,5211,59.221596892053,-0.205780127992386
"39","A0",0,5349,49.5918204368722,-0.377013254013075
"40","A0",0,5364,61.8348495145216,-0.164870362298991
"41","A0",0,5475,33.4218242998594,-0.777335738695119
"42","A0",0,5769,29.9733446984334,-0.89300291815921
"43","A0",0,5962,59.5771292099744,-0.200094480070934
"44","A0",0,5991,89.0630349937507,0.151237091247787
"45","A0",0,6170,6.71989644205215,-2.72397783674395
"46","A0",0,6737,83.9769513834489,0.105486878307266
"47","A0",0,6746,94.4442333124686,0.19434579423312
"48","A0",0,6988,40.8253115681264,-0.571015841165796
"49","A0",0,7067,5.71630848501256,-2.96113259285906
"50","A0",0,7081,10.5991306704367,-2.11294387013175
"51","A2504",2504,526,32.9037140185334,-0.750478483132546
"52","A2504",2504,555,53.8157722042249,-0.26947213959826
"53","A2504",2504,905,1.71449848771116,-4.60028084025397
"54","A2504",2504,953,20.3068541484571,-1.25752839031111
"55","A2504",2504,1017,64.298910868441,-0.104394644512535
"56","A2504",2504,1047,95.8649433846261,0.224180423518914
"57","A2504",2504,1142,43.4446543846289,-0.474344825107884
"58","A2504",2504,1167,64.35978810273,-0.103529909071513
"59","A2504",2504,1450,49.6265653361698,-0.346242327417259
"60","A2504",2504,1614,61.8376106556277,-0.140221170393185
"61","A2504",2504,1627,73.7621396231898,0.0166473196953283
"62","A2504",2504,1790,87.3260511750608,0.155974295125192
"63","A2504",2504,1799,98.1073515619511,0.240227445032075
"64","A2504",2504,1842,16.6473351097811,-1.47655630899216
"65","A2504",2504,2013,26.7627071359819,-0.963239787246402
"66","A2504",2504,2227,73.7811998092135,0.0168678278784315
"67","A2504",2504,2463,26.8680328494224,-0.959124235037973
"68","A2504",2504,2511,59.4698410415027,-0.176225715470257
"69","A2504",2504,2538,85.8373706333251,0.142714908198368
"70","A2504",2504,2567,5.73686608642118,-2.76172081963579
"71","A2504",2504,2592,16.8235694471687,-1.46483514964018
"72","A2504",2504,2757,23.8369288025976,-1.08524464884026
"73","A2504",2504,2888,13.713009117927,-1.69647156459375
"74","A2504",2504,2980,76.899826968086,0.052127960236083
"75","A2504",2504,2986,83.3797605686129,0.119704355205464
"76","A2504",2504,3004,1.24659748016492,-5.49345970043394
"77","A2504",2504,3207,23.9255084137673,-1.08127312777702
"78","A2504",2504,3371,30.0957709446568,-0.841390809149986
"79","A2504",2504,3446,94.5331585132475,0.214302184115997
"80","A2504",2504,4291,42.9812396330065,-0.484755758340133
"81","A2504",2504,4307,55.2326770900928,-0.245043167791222
"82","A2504",2504,4405,21.347614823935,-1.20356626462911
"83","A2504",2504,4444,45.1578393943549,-0.436760123425476
"84","A2504",2504,4469,65.7833444321675,-0.0835376926918036
"85","A2504",2504,4761,59.8794000562744,-0.169870344104876
"86","A2504",2504,5107,2.21165452809159,-4.16611665027105
"87","A2504",2504,5134,11.8633542539913,-1.86442338886833
"88","A2504",2504,5211,59.9494471132245,-0.168790480033955
"89","A2504",2504,5349,50.3247361791402,-0.332925184358034
"90","A2504",2504,5364,62.5677652567896,-0.129394700922486
"91","A2504",2504,5475,34.1597580619493,-0.712251204009706
"92","A2504",2504,5769,30.7211857724663,-0.820484542157886
"93","A2504",2504,5962,59.6673621951943,-0.173152123004225
"94","A2504",2504,5991,89.8157716146544,0.177154018473603
"95","A2504",2504,6170,6.9838688584119,-2.50839963175702
"96","A2504",2504,6737,84.2458797725849,0.127978241160359
"97","A2504",2504,6746,94.7131617016046,0.215652961080599
"98","A2504",2504,6988,40.919551279354,-0.532762493459468
"99","A2504",2504,7067,5.99011924599393,-2.70769337447514
"100","A2504",2504,7081,10.6939313940842,-1.98634838939596
"101","A4145",4145,526,32.9489697078741,-0.716842102649597
"102","A4145",4145,555,54.1933017139486,-0.242007031654094
"103","A4145",4145,905,1.86052070237032,-4.15064268096453
"104","A4145",4145,953,20.4528763631162,-1.20160885192371
"105","A4145",4145,1017,64.7206634899153,-0.0806104402349798
"106","A4145",4145,1047,96.2866960061004,0.241743774409029
"107","A4145",4145,1142,43.5944346351714,-0.445759576943123
"108","A4145",4145,1167,64.7923949732589,-0.0796182368312013
"109","A4145",4145,1450,49.6806642774371,-0.322727811571343
"110","A4145",4145,1614,62.2971660852966,-0.115000562611482
"111","A4145",4145,1627,73.817228026147,0.0335590361041532
"112","A4145",4145,1790,87.4878295467055,0.172272585249299
"113","A4145",4145,1799,98.2691299335958,0.255767211823643
"114","A4145",4145,1842,17.1218445280933,-1.38922746186008
"115","A4145",4145,2013,27.2440794403049,-0.906705208489731
"116","A4145",4145,2227,73.8396865926745,0.0338152477377968
"117","A4145",4145,2463,27.3681844484833,-0.902086914303905
"118","A4145",4145,2511,59.9699926405636,-0.149408633843723
"119","A4145",4145,2538,86.337522232386,0.162152173709301
"120","A4145",4145,2567,5.91203332673814,-2.59399089645259
"121","A4145",4145,2592,17.3295009793848,-1.37640485755634
"122","A4145",4145,2757,24.3484465593098,-1.02104561978904
"123","A4145",4145,2888,13.8919848406076,-1.61549461205994
"124","A4145",4145,2980,76.9617932252362,0.0685701408650033
"125","A4145",4145,2986,83.4417268257631,0.135347426622475
"126","A4145",4145,3004,1.30919418891658,-4.91329169500867
"127","A4145",4145,3207,24.4528196796956,-1.01660842894474
"128","A4145",4145,3371,30.2800698636111,-0.800452564228508
"129","A4145",4145,3446,94.7174574322017,0.230236948362625
"130","A4145",4145,4291,43.0483942651477,-0.457696912919932
"131","A4145",4145,4307,55.4266382775452,-0.221312757833215
"132","A4145",4145,4405,21.4152945151521,-1.15332482501016
"133","A4145",4145,4444,45.2255190855719,-0.410786402033282
"134","A4145",4145,4469,65.9788221357347,-0.0633567115388678
"135","A4145",4145,4761,60.4525749390112,-0.142132436080163
"136","A4145",4145,5107,2.28185998564504,-3.84575712772237
"137","A4145",4145,5134,11.9335597115447,-1.7828982262889
"138","A4145",4145,5211,60.5351112000218,-0.140897646508192
"139","A4145",4145,5349,50.9144762333563,-0.299852644661104
"140","A4145",4145,5364,63.1575053110057,-0.102592505390583
"141","A4145",4145,5475,34.7535358617221,-0.664169674971306
"142","A4145",4145,5769,31.3229354827132,-0.767014178561138
"143","A4145",4145,5962,59.7399680931532,-0.152924507246533
"144","A4145",4145,5991,90.4214605226978,0.196881092491934
"145","A4145",4145,6170,7.19627404792768,-2.36085305393586
"146","A4145",4145,6737,84.4622727815528,0.145017604394441
"147","A4145",4145,6746,94.9295547105724,0.231812980935841
"148","A4145",4145,6988,40.995381186127,-0.504329791894462
"149","A4145",4145,7067,6.2104408514849,-2.53662126971302
"150","A4145",4145,7081,10.7702127190433,-1.89755671491294
"151","A5633",5633,526,32.9969522904605,-0.684153478566314
"152","A5633",5633,555,54.593579361755,-0.214854726028183
"153","A5633",5633,905,2.0153415232752,-3.79341252736584
"154","A5633",5633,953,20.6076971840211,-1.14824817028165
"155","A5633",5633,1017,65.1678289244887,-0.0569310170591606
"156","A5633",5633,1047,96.7338614406738,0.25928246212355
"157","A5633",5633,1142,43.7532399333821,-0.417681002416966
"158","A5633",5633,1167,65.2510686824661,-0.0558085351305897
"159","A5633",5633,1450,49.7380229643782,-0.299596040368311
"160","A5633",5633,1614,62.7844121460327,-0.0899122130141881
"161","A5633",5633,1627,73.8756357950477,0.0503571396700381
"162","A5633",5633,1790,87.6593559159031,0.188466694003219
"163","A5633",5633,1799,98.4406563027934,0.271221546064519
"164","A5633",5633,1842,17.6249456339194,-1.3068634868599
"165","A5633",5633,2013,27.7544569571103,-0.851992138740483
"166","A5633",5633,2227,73.9016975123737,0.0506518172270113
"167","A5633",5633,2463,27.8984728112795,-0.846861566782207
"168","A5633",5633,2511,60.5002810033598,-0.12279974072315
"169","A5633",5633,2538,86.8678105951823,0.181590511709789
"170","A5633",5633,2567,6.09775531434677,-2.4453421480118
"171","A5633",5633,2592,17.8659175467008,-1.2929669231576
"172","A5633",5633,2757,24.8907859505212,-0.959219018547145
"173","A5633",5633,2888,14.081744791668,-1.5396116478885
"174","A5633",5633,2980,77.0274932752101,0.0849178571735361
"175","A5633",5633,2986,83.507426875737,0.150860700774608
"176","A5633",5633,3004,1.37556267851589,-4.48010677441524
"177","A5633",5633,3207,25.0119042220988,-0.954379695425043
"178","A5633",5633,3371,30.4754737615109,-0.760743911411885
"179","A5633",5633,3446,94.9128613301016,0.246084573285792
"180","A5633",5633,4291,43.1195953169873,-0.431210131562148
"181","A5633",5633,4307,55.6322866464262,-0.197907970157597
"182","A5633",5633,4405,21.4870522636376,-1.10562511252797
"183","A5633",5633,4444,45.2972768340575,-0.385485156720975
"184","A5633",5633,4469,66.1860783988006,-0.0432998459724336
"185","A5633",5633,4761,61.0602866222952,-0.114585287632373
"186","A5633",5633,5107,2.3562956911697,-3.58188967245889
"187","A5633",5633,5134,12.0079954170694,-1.70713780643828
"188","A5633",5633,5211,61.1560646275816,-0.113192812320636
"189","A5633",5633,5349,51.5397512268039,-0.267071722607656
"190","A5633",5633,5364,63.7827803044533,-0.0758971356259598
"191","A5633",5633,5475,35.3830918961275,-0.617318901205832
"192","A5633",5633,5769,31.9609437771165,-0.715004421393282
"193","A5633",5633,5962,59.8169488782398,-0.132953184498787
"194","A5633",5633,5991,91.063645372278,0.216620127384131
"195","A5633",5633,6170,7.42147776697856,-2.22806269683872
"196","A5633",5633,6737,84.6917046071464,0.161986633303309
"197","A5633",5633,6746,95.1589865361661,0.247894621037704
"198","A5633",5633,6988,41.0757802435111,-0.476556907520153
"199","A5633",5633,7067,6.44403799219949,-2.38500782320446
"200","A5633",5633,7081,10.851090394933,-1.81526101400163
"201","A7274",7274,526,33.0588321158471,-0.645652719750375
"202","A7274",7274,555,55.1097898201599,-0.182191781598089
"203","A7274",7274,905,2.21500325149791,-3.45539763982119
"204","A7274",7274,953,20.8073589122438,-1.08640840946448
"205","A7274",7274,1017,65.7445073256661,-0.0282570027698988
"206","A7274",7274,1047,97.3105398418512,0.280590364663655
"207","A7274",7274,1142,43.9580401670093,-0.384116809376239
"208","A7274",7274,1167,65.8425885112294,-0.0269751420738413
"209","A7274",7274,1450,49.8119945044871,-0.27190743847729
"210","A7274",7274,1614,63.4127797647269,-0.0595331492960284
"211","A7274",7274,1627,73.9509602637605,0.070608984073693
"212","A7274",7274,1790,87.8805616368753,0.208036592553798
"213","A7274",7274,1799,98.6618620237656,0.289914450782676
"214","A7274",7274,1842,18.2737604100774,-1.21245815979764
"215","A7274",7274,2013,28.4126556183485,-0.787769062474866
"216","A7274",7274,2227,73.9816687160105,0.0709493560833716
"217","A7274",7274,2463,28.5823491165043,-0.782076623959018
"218","A7274",7274,2511,61.1841573085846,-0.090601299287665
"219","A7274",7274,2538,87.5516869004071,0.20522581009782
"220","A7274",7274,2567,6.33726814471524,-2.28565797252431
"221","A7274",7274,2592,18.557696974375,-1.19749343084842
"222","A7274",7274,2757,25.5902036354273,-0.887176750867302
"223","A7274",7274,2888,14.3264651048323,-1.45318165598314
"224","A7274",7274,2980,77.1122220955678,0.104676792960962
"225","A7274",7274,2986,83.5921556960947,0.169537200663698
"226","A7274",7274,3004,1.46115353932828,-4.09334014839759
"227","A7274",7274,3207,25.73291697288,-0.881865830535616
"228","A7274",7274,3371,30.7274726834138,-0.71405291905813
"229","A7274",7274,3446,95.1648602520045,0.265265114960012
"230","A7274",7274,4291,43.211418399816,-0.399681650162711
"231","A7274",7274,4307,55.8974971555619,-0.16971337215388
"232","A7274",7274,4405,21.5795932797119,-1.05084448819363
"233","A7274",7274,4444,45.3898178501318,-0.355240273495318
"234","A7274",7274,4469,66.4533624981024,-0.0190377417134713
"235","A7274",7274,4761,61.8440104408129,-0.0812380501222256
"236","A7274",7274,5107,2.45229028362612,-3.32746781521927
"237","A7274",7274,5134,12.1039900095258,-1.62216769272065
"238","A7274",7274,5211,61.9568654098522,-0.0796524695528558
"239","A7274",7274,5349,52.3461252343601,-0.227706053941811
"240","A7274",7274,5364,64.5891543120095,-0.0435716269574333
"241","A7274",7274,5475,36.1949868667637,-0.561612302782147
"242","A7274",7274,5769,32.7837390441645,-0.653508927976432
"243","A7274",7274,5962,59.9162256841661,-0.108892669529904
"244","A7274",7274,5991,91.8918268543049,0.240647317186648
"245","A7274",7274,6170,7.71190746167389,-2.0823424299642
"246","A7274",7274,6737,84.9875869990597,0.182520979253105
"247","A7274",7274,6746,95.4548689280794,0.267371679492232
"248","A7274",7274,6988,41.1794653593177,-0.443355195410064
"249","A7274",7274,7067,6.74529210356748,-2.22152029697657
"250","A7274",7274,7081,10.9553927519956,-1.7228719162713
"251","A9779",9779,526,33.1752408638131,-0.580352040621966
"252","A9779",9779,555,56.0808884419566,-0.125334870954759
"253","A9779",9779,905,2.59060825125272,-2.98461736651392
"254","A9779",9779,953,21.1829639119986,-0.982681071173505
"255","A9779",9779,1017,66.8293586522618,0.0218631941754671
"256","A9779",9779,1047,98.3953911684469,0.318065243434362
"257","A9779",9779,1142,44.3433117580452,-0.326383883265928
"258","A9779",9779,1167,66.9553596322415,0.0234229275381465
"259","A9779",9779,1450,49.9511502683471,-0.223844616152243
"260","A9779",9779,1614,64.5948691985232,-0.00649995862828689
"261","A9779",9779,1627,74.092661166103,0.105986226347322
"262","A9779",9779,1790,88.2966953421733,0.242320758959003
"263","A9779",9779,1799,99.0779957290636,0.322664550569771
"264","A9779",9779,1842,19.4943151754248,-1.05819532674355
"265","A9779",9779,2013,29.6508634120684,-0.679860458743737
"266","A9779",9779,2227,74.1321110876647,0.106409601765321
"267","A9779",9779,2463,29.8688618685614,-0.673305381269387
"268","A9779",9779,2511,62.4706700606417,-0.0344414239846456
"269","A9779",9779,2538,88.8381996524641,0.246814399739552
"270","A9779",9779,2567,6.78784130859906,-2.03660657735794
"271","A9779",9779,2592,19.8590771340825,-1.04147686036088
"272","A9779",9779,2757,26.9059529365383,-0.766882037063589
"273","A9779",9779,2888,14.7868346207342,-1.31159527237643
"274","A9779",9779,2980,77.2716145281236,0.139276445237177
"275","A9779",9779,2986,83.7515481286505,0.202190676732874
"276","A9779",9779,3004,1.62216764824449,-3.57715353382298
"277","A9779",9779,3207,27.0892910586452,-0.760757391250036
"278","A9779",9779,3371,31.2015347675302,-0.634693749311962
"279","A9779",9779,3446,95.6389223361209,0.298891045591003
"280","A9779",9779,4291,43.3841566071348,-0.345358760364074
"281","A9779",9779,4307,56.396412967348,-0.120577711993951
"282","A9779",9779,4405,21.7536820679304,-0.958712648835493
"283","A9779",9779,4444,45.5639066383502,-0.302897378399929
"284","A9779",9779,4469,66.9561791617984,0.0234330562510023
"285","A9779",9779,4761,63.3183570133008,-0.0231323319753856
"286","A9779",9779,5107,2.6328759632003,-2.96717810223712
"287","A9779",9779,5134,12.2845756891,-1.48288568102296
"288","A9779",9779,5211,63.4633372825833,-0.021225149891615
"289","A9779",9779,5349,53.8630814963663,-0.159514546376639
"290","A9779",9779,5364,66.1061105740157,0.0128185817621769
"291","A9779",9779,5475,37.7223292020286,-0.467232178692059
"292","A9779",9779,5769,34.3315870911024,-0.54996598801054
"293","A9779",9779,5962,60.1029858860212,-0.0668478338014322
"294","A9779",9779,5991,93.4498074854585,0.282936854219278
"295","A9779",9779,6170,8.25826577668929,-1.8529985840406
"296","A9779",9779,6737,85.5442029651306,0.218545661683313
"297","A9779",9779,6746,96.0114848941502,0.301538063902796
"298","A9779",9779,6988,41.3745185036723,-0.386541810108142
"299","A9779",9779,7067,7.3120133847751,-1.96712836705431
"300","A9779",9779,7081,11.1516070547951,-1.57245509145281
